lat,long,date,temp
"""26.4367824"," 50.1039991""",2023-09-13,45.6
"""26.4367824"," 50.1039991""",2023-09-14,45.5
"""26.4367824"," 50.1039991""",2023-09-15,40.2
"""26.4367824"," 50.1039991""",2023-09-16,40.7
"""26.4367824"," 50.1039991""",2023-09-17,41.6
"""26.4367824"," 50.1039991""",2023-09-18,42.5
"""26.4367824"," 50.1039991""",2023-09-19,41.8
"""26.4367824"," 50.1039991""",2023-09-20,41
"""26.4367824"," 50.1039991""",2023-09-21,41.9
"""26.4367824"," 50.1039991""",2023-09-22,43.5
"""26.4367824"," 50.1039991""",2023-09-23,42.3
"""26.4367824"," 50.1039991""",2023-09-24,41.2
"""26.4367824"," 50.1039991""",2023-09-25,40.9
"""26.4367824"," 50.1039991""",2023-09-26,40.1
"""26.4367824"," 50.1039991""",2023-09-27,40.6
"""26.4367824"," 50.1039991""",2023-09-28,39
"""26.4367824"," 50.1039991""",2023-09-29,41
"""26.4367824"," 50.1039991""",2023-09-30,40
"""26.4367824"," 50.1039991""",2023-10-01,38.8
"""26.4367824"," 50.1039991""",2023-10-02,40.6
"""26.4367824"," 50.1039991""",2023-10-03,41.6
"""26.4367824"," 50.1039991""",2023-10-04,41.7
"""26.4367824"," 50.1039991""",2023-10-05,40.5
"""26.4367824"," 50.1039991""",2023-10-06,37.1
"""26.4367824"," 50.1039991""",2023-10-07,39
"""26.4367824"," 50.1039991""",2023-10-08,41.2
"""26.4367824"," 50.1039991""",2023-10-09,40.4
"""26.4367824"," 50.1039991""",2023-10-10,39.9
"""26.4367824"," 50.1039991""",2023-10-11,38
"""26.4367824"," 50.1039991""",2023-10-12,39.4
"""26.4367824"," 50.1039991""",2023-10-13,41.4
"""26.4367824"," 50.1039991""",2023-10-14,40.3
"""26.4367824"," 50.1039991""",2023-10-15,40.3
"""26.4367824"," 50.1039991""",2023-10-16,40.2
"""26.4367824"," 50.1039991""",2023-10-17,35.9
"""21.5810088"," 39.1653612""",2023-07-19,42
"""21.5810088"," 39.1653612""",2023-07-20,42
"""21.5810088"," 39.1653612""",2023-07-21,40
"""21.5810088"," 39.1653612""",2023-07-22,39
"""21.5810088"," 39.1653612""",2023-07-23,40.8
"""21.5810088"," 39.1653612""",2023-07-24,42
"""21.5810088"," 39.1653612""",2023-07-25,44
"""21.5810088"," 39.1653612""",2023-07-26,45
"""21.5810088"," 39.1653612""",2023-07-27,43.2
"""21.5810088"," 39.1653612""",2023-07-28,45
"""21.5810088"," 39.1653612""",2023-07-29,44
"""21.5810088"," 39.1653612""",2023-07-30,41.1
"""21.5810088"," 39.1653612""",2023-07-31,41.9
"""21.5810088"," 39.1653612""",2023-08-01,42.7
"""21.5810088"," 39.1653612""",2023-08-02,42
"""21.5810088"," 39.1653612""",2023-08-03,41
"""21.5810088"," 39.1653612""",2023-08-04,38
"""21.5810088"," 39.1653612""",2023-08-05,41
"""21.5810088"," 39.1653612""",2023-08-06,40
"""21.5810088"," 39.1653612""",2023-08-07,40.1
"""21.5810088"," 39.1653612""",2023-08-08,41
"""21.5810088"," 39.1653612""",2023-08-09,41
"""21.5810088"," 39.1653612""",2023-08-10,41.1
"""21.5810088"," 39.1653612""",2023-08-11,40.1
"""21.5810088"," 39.1653612""",2023-08-12,41.1
"""21.5810088"," 39.1653612""",2023-08-13,37
"""21.5810088"," 39.1653612""",2023-08-14,38.1
"""21.5810088"," 39.1653612""",2023-08-15,39.1
"""21.5810088"," 39.1653612""",2023-08-16,37
"""21.5810088"," 39.1653612""",2023-08-17,38.1
"""21.5810088"," 39.1653612""",2023-08-18,39
"""21.5810088"," 39.1653612""",2023-08-19,38
"""21.5810088"," 39.1653612""",2023-08-20,39
"""21.5810088"," 39.1653612""",2023-08-21,41
